EN2220,"Aeronáutica I-A A-diurno (São Bernardo do 
EN3546,"Lógica em Sistemas de Gestão A-Noturno (São 
Bernardo do Campo)","terca das 19:00 às 21:00, sala A1-S206-SB, 
semanal",0,MARA MARLY GOMES BARRETO
BH1134,"Macroeconomia II A-diurno (São Bernardo do 
Campo)","segunda das 10:00 às 12:00, sala A1-S205-SB, 
quinzenal II, quarta das 08:00 às 10:00, sala A1-
S205-SB, semanal",0,Bruno Rocha
BH1134,"Macroeconomia II A-Noturno (São Bernardo do 
Campo)","segunda das 21:00 às 23:00, sala A1-S205-SB, 
quinzenal II, quarta das 19:00 às 21:00, sala A1-
S205-SB, semanal",0,Bruno Rocha
EN2230,"Materiais Compósitos e Aplicações Estruturais 
A-diurno (São Bernardo do Campo)","terca das 16:00 às 18:00, sala A2-S204-SB, 
semanal , quinta das 14:00 às 16:00, sala A2-S204
SB, semanal",0,ADRIAN MARCEL ZALMANOVICI
BC1105,"Materiais e Suas Propriedades A-diurno (São 
Bernardo do Campo)","terca das 14:00 às 16:00, sala A2-S204-SB, 
quinzenal II, quinta das 16:00 às 18:00, sala A2-
S204-SB, semanal","terca das 14:00 às 16:00, sala A1-L306-SB, 
quinzenal I","JULIANA KELMY MACARIO DE FARIA 
DAGUANO"
EN2228,"Mecânica dos Fluidos Avançada A-Noturno 
(São Bernardo do Campo)","terca das 19:00 às 21:00, sala A2-S305-SB, 
semanal , quinta das 21:00 às 23:00, sala A2-S305
SB, semanal","sexta das 19:00 às 21:00, sala A1-L303-SB, 
semanal",CARLOS ALBERTO ROCHA PIMENTEL
BC1103,"Mecânica dos Fluidos I A-Noturno (São 
Bernardo do Campo)","quarta das 21:00 às 23:00, sala A2-S103-SB, 
semanal , sexta das 19:00 às 21:00, sala A2-S103-
SB, semanal",0,RONNY CALIXTO CARBONARI
BC1104,"Mecânica dos Sólidos A-Noturno (São Bernardo 
do Campo)","quarta das 19:00 às 21:00, sala A2-S203-SB, 
semanal , sexta das 21:00 às 23:00, sala A2-S203-
SB, semanal",0,RONNY CALIXTO CARBONARI
BH1403,"Metodologia A-diurno (São Bernardo do 
Campo)","terca das 10:00 às 12:00, sala A2-S204-SB, 
semanal , quinta das 08:00 às 10:00, sala A2-S204
SB, semanal",0,RAMON VICENTE GARCIA FERNANDEZ
BH1403,"Metodologia A-Noturno (São Bernardo do 
Campo)","terca das 21:00 às 23:00, sala A1-S205-SB, 
semanal , quinta das 19:00 às 21:00, sala A1-S205
SB, semanal",0,RAMON VICENTE GARCIA FERNANDEZ
BH1350,"Métodos e Técnicas de Análise de Informação 
para o Planejamento A-diurno (São Bernardo 
do Campo)",0,"terca das 08:00 às 10:00, sala A2-L002-SB, 
semanal , quinta das 10:00 às 12:00, sala A2-
L002-SB, semanal",FLAVIA DA FONSECA FEITOSA
BH1350,"Métodos e Técnicas de Análise de Informação 
para o Planejamento A-Noturno (São Bernardo 
do Campo)",0,"terca das 19:00 às 21:00, sala A2-L002-SB, 
semanal , quinta das 21:00 às 23:00, sala A2-
L002-SB, semanal",FLAVIA DA FONSECA FEITOSA
EN2318,"Métodos Matemáticos Aplicados a Sistemas 
Biomédicos A-diurno (São Bernardo do Campo)","segunda das 10:00 às 12:00, sala A2-S205-SB, 
semanal , quarta das 08:00 às 10:00, sala A2-
S205-SB, semanal , sexta das 10:00 às 12:00, sala 
A2-S205-SB, semanal",0,DIOGO COUTINHO SORIANO
BH1133,"Microeconomia II A-diurno (São Bernardo do 
Campo)","terca das 08:00 às 10:00, sala A2-S204-SB, 
semanal , quinta das 10:00 às 12:00, sala A2-S204
SB, semanal",0,ANA CLAUDIA POLATO E FAVA
BH1133,"Microeconomia II A-Noturno (São Bernardo do 
Campo)","terca das 19:00 às 21:00, sala A1-S205-SB, 
semanal , quinta das 21:00 às 23:00, sala A1-S205
SB, semanal",0,ANA CLAUDIA POLATO E FAVA
EN2322,"Modelagem e Simulação de Sistemas 
Biomédicos A-diurno (São Bernardo do Campo)",0,"segunda das 08:00 às 10:00, sala A2-L003-SB, 
semanal , quarta das 10:00 às 12:00, sala A2-
L003-SB, semanal",ERICK DARIO LEON BUENO DE CAMARGO
EN2322,"Modelagem e Simulação de Sistemas 
Biomédicos A-Noturno (São Bernardo do 
Campo)",0,"segunda das 19:00 às 21:00, sala A2-L003-SB, 
semanal , quarta das 21:00 às 23:00, sala A2-
L003-SB, semanal",WAGNER SHIN NISHITANI
EN3556,"Modelos e Ferramentas de Gestão Ambiental A-
diurno (São Bernardo do Campo)","quarta das 10:00 às 13:00, sala A1-S206-SB, 
semanal",0,MICHELLE SATO FRIGO
EN3556,"Modelos e Ferramentas de Gestão Ambiental A-
Noturno (São Bernardo do Campo)","segunda das 18:00 às 21:00, sala A2-S208-SB, 
semanal",0,MICHELLE SATO FRIGO
BH1330,"Modelos Econômicos e Análise das Dinâmicas 
Territoriais A-diurno (São Bernardo do Campo)","segunda das 08:00 às 10:00, sala A2-S205-SB, 
semanal , terca das 10:00 às 12:00, sala A2-S205-
SB, semanal",0,"THIAGO FONSECA MORELLO RAMALHO DA 
SILVA"
BH1330,"Modelos Econômicos e Análise das Dinâmicas 
Territoriais A-Noturno (São Bernardo do 
Campo)","segunda das 19:00 às 21:00, sala A2-S204-SB, 
semanal , terca das 21:00 às 23:00, sala A2-S204-
SB, semanal",0,"THIAGO FONSECA MORELLO RAMALHO DA 
SILVA"
BH1355,"Oficina de Planejamento Urbano A-diurno (São 
Bernardo do Campo)","terca das 08:00 às 12:00, sala A2-S311-SB, 
semanal",0,ROSANA DENALDI
BH1355,"Oficina de Planejamento Urbano A-Noturno 
(São Bernardo do Campo)","quinta das 19:00 às 23:00, sala A2-S311-SB, 
semanal",0,KATIA CANIL
BC0304,"Origem da Vida e Diversidade dos Seres Vivos 
A1-diurno (São Bernardo do Campo)","quarta das 10:00 às 12:00, sala A2-S105-SB, 
semanal , sexta das 08:00 às 10:00, sala A2-S105-
SB, quinzenal I",0,FERNANDO ZANIOLO GIBRAN
BC0304,"Origem da Vida e Diversidade dos Seres Vivos 
A1-Noturno (São Bernardo do Campo)","quarta das 21:00 às 23:00, sala A2-S105-SB, 
semanal , sexta das 19:00 às 21:00, sala A2-S105-
SB, quinzenal I",0,ARNALDO RODRIGUES DOS SANTOS JUNIOR
BC0304,"Origem da Vida e Diversidade dos Seres Vivos 
A2-diurno (São Bernardo do Campo)","quarta das 10:00 às 12:00, sala A2-S102-SB, 
semanal , sexta das 08:00 às 10:00, sala A2-S102-
SB, quinzenal I",0,ANDRE ETEROVIC
BC0304,"Origem da Vida e Diversidade dos Seres Vivos 
A2-Noturno (São Bernardo do Campo)","quarta das 21:00 às 23:00, sala A2-S201-SB, 
semanal , sexta das 19:00 às 21:00, sala A2-S201-
SB, quinzenal I",0,RICARDO AUGUSTO LOMBELLO
BC0304,"Origem da Vida e Diversidade dos Seres Vivos B-
diurno (São Bernardo do Campo)","quarta das 08:00 às 10:00, sala A2-S102-SB, 
semanal , sexta das 10:00 às 12:00, sala A2-S102-
SB, quinzenal I",0,FERNANDO ZANIOLO GIBRAN
BC0304,"Origem da Vida e Diversidade dos Seres Vivos B-
Noturno (São Bernardo do Campo)","quarta das 19:00 às 21:00, sala A2-S105-SB, 
semanal , sexta das 21:00 às 23:00, sala A2-S105-
SB, quinzenal I",0,ARNALDO RODRIGUES DOS SANTOS JUNIOR
CS3410,"Patrimônio Cultural e Paisagem A-diurno (São 
Bernardo do Campo)","segunda das 08:00 às 12:00, sala A2-S311-SB, 
semanal",0,SILVIA HELENA FACCIOLLA PASSARELLI
CS3410,"Patrimônio Cultural e Paisagem A-Noturno (São 
Bernardo do Campo)","segunda das 19:00 às 23:00, sala A2-S311-SB, 
semanal",0,LUIS ROBERTO DE PAULA
BH0103,"Pensamento Econômico A-diurno (São 
Bernardo do Campo)","quarta das 10:00 às 12:00, sala A2-S104-SB, 
semanal , sexta das 08:00 às 10:00, sala A2-S104-
SB, semanal",0,DANILO FREITAS RAMALHO DA SILVA
BH0103,"Pensamento Econômico A-Noturno (São 
Bernardo do Campo)","quarta das 21:00 às 23:00, sala A2-S104-SB, 
semanal , sexta das 19:00 às 21:00, sala A2-S104-
SB, semanal",0,RAMON VICENTE GARCIA FERNANDEZ
BH0103,"Pensamento Econômico B-diurno (São 
Bernardo do Campo)","quarta das 08:00 às 10:00, sala A2-S103-SB, 
semanal , sexta das 10:00 às 12:00, sala A2-S103-
SB, semanal",0,DANILO FREITAS RAMALHO DA SILVA
BH0103,"Pensamento Econômico B-Noturno (São 
Bernardo do Campo)","quarta das 19:00 às 21:00, sala A2-S103-SB, 
semanal , sexta das 21:00 às 23:00, sala A2-S103-
SB, semanal",0,RAMON VICENTE GARCIA FERNANDEZ
CS3101,"Pensamento Latino-Americano e Políticas de 
CTI A-diurno (São Bernardo do Campo)","sexta das 08:00 às 12:00, sala A2-S304-SB, 
semanal",0,"ADALBERTO MANTOVANI MARTINIANO DE 
AZEVEDO"
MC8300,"Pesquisa e Comunicação Científica A-diurno 
(São Bernardo do Campo)","terca das 10:00 às 12:00, sala A2-S206-SB, 
semanal",0,PAULA AYAKO TIBA
BH1356,"Planejamento e Política Ambiental A-diurno 
(São Bernardo do Campo)","sexta das 08:00 às 12:00, sala A2-S311-SB, 
semanal",0,SANDRA IRENE MOMM
BH1356,"Planejamento e Política Ambiental A-Noturno 
(São Bernardo do Campo)","quarta das 19:00 às 23:00, sala A2-S311-SB, 
semanal",0,SANDRA IRENE MOMM
BH1357,"Planejamento e Política Regional A-diurno (São 
Bernardo do Campo)","quarta das 08:00 às 12:00, sala A2-S311-SB, 
semanal",0,"LUCIANA RODRIGUES FAGNONI COSTA 
TRAVASSOS"
BH1357,"Planejamento e Política Regional A-Noturno 
(São Bernardo do Campo)","sexta das 19:00 às 23:00, sala A2-S311-SB, 
semanal",0,"LUCIANA RODRIGUES FAGNONI COSTA 
TRAVASSOS"
BH1359,"Política Metropolitana A-diurno (São Bernardo 
do Campo)","quinta das 08:00 às 12:00, sala A2-S311-SB, 
semanal",0,JEROEN JOHANNES KLINK
BH1359,"Política Metropolitana A-Noturno (São 
Bernardo do Campo)","terca das 19:00 às 23:00, sala A2-S311-SB, 
semanal",0,SILVANA MARIA ZIONI
BH1128,"Políticas Públicas Sul-Americanas A-diurno (São 
Bernardo do Campo)","terca das 10:00 às 12:00, sala A2-S304-SB, 
semanal , quinta das 08:00 às 10:00, sala A2-S304
SB, semanal",0,IGOR FUSER
BH1128,"Políticas Públicas Sul-Americanas A-Noturno 
(São Bernardo do Campo)","terca das 21:00 às 23:00, sala A2-S304-SB, 
semanal , quinta das 19:00 às 21:00, sala A2-S304
SB, semanal",0,JOSE PAULO GUEDES PINTO
BC0505,"Processamento da Informação A1-diurno (São 
Bernardo do Campo)","quinta das 14:00 às 16:00, sala A2-S201-SB, 
semanal , sexta das 14:00 às 16:00, sala A2-S201-
SB, quinzenal II","terca das 16:00 às 18:00, sala A1-L101-SB, 
semanal",CRISTIANE OTERO REIS SALUM
BC0505,"Processamento da Informação A1-Noturno 
(São Bernardo do Campo)","quinta das 19:00 às 21:00, sala A2-S301-SB, 
semanal , sexta das 19:00 às 21:00, sala A2-S301-
SB, quinzenal II","terca das 19:00 às 21:00, sala A1-L002-SB, 
semanal",ANDRE LUIZ BRANDAO
BC0505,"Processamento da Informação A2-diurno (São 
Bernardo do Campo)","quinta das 14:00 às 16:00, sala A2-S201-SB, 
semanal , sexta das 14:00 às 16:00, sala A2-S201-
SB, quinzenal II","terca das 16:00 às 18:00, sala A1-L002-SB, 
semanal",CRISTIANE OTERO REIS SALUM
BC0505,"Processamento da Informação A2-Noturno 
(São Bernardo do Campo)","quinta das 19:00 às 21:00, sala A2-S301-SB, 
semanal , sexta das 19:00 às 21:00, sala A2-S301-
SB, quinzenal II","terca das 19:00 às 21:00, sala A2-L003-SB, 
semanal",ANDRE LUIZ BRANDAO
BC0002,"Projeto Dirigido A-diurno (São Bernardo do 
Campo)","quinta das 10:00 às 12:00, sala A1-S201-SB, 
semanal",0,0
BC0002,"Projeto Dirigido A-Noturno (São Bernardo do 
Campo)","quinta das 21:00 às 23:00, sala A1-S201-SB, 
semanal",0,0
BC0002,"Projeto Dirigido B-diurno (São Bernardo do 
Campo)","quinta das 08:00 às 10:00, sala A1-S202-SB, 
semanal",0,0
BC0002,"Projeto Dirigido B-Noturno (São Bernardo do 
Campo)","quinta das 19:00 às 21:00, sala A1-S202-SB, 
semanal",0,0
MC7006,"Psicofarmacologia A-diurno (São Bernardo do 
Campo)","terca das 08:00 às 10:00, sala A1-S105-SB, 
semanal , quinta das 10:00 às 12:00, sala A1-S105
SB, semanal",0,CRISTIANE OTERO REIS SALUM
MC7006,"Psicofarmacologia A-Noturno (São Bernardo do 
Campo)","segunda das 19:00 às 21:00, sala A1-S105-SB, 
semanal , quinta das 21:00 às 23:00, sala A1-S105
SB, semanal",0,MARCELA BERMUDEZ ECHEVERRY
MC8100,"Psicologia Experimental A-diurno (São 
Bernardo do Campo)","quinta das 08:00 às 10:00, sala A1-S105-SB, 
semanal","segunda das 08:00 às 12:00, sala A2-L002-SB, 
semanal",MARCELO SALVADOR CAETANO
MC8100,"Psicologia Experimental A-Noturno (São 
Bernardo do Campo)","quinta das 19:00 às 21:00, sala A1-S105-SB, 
semanal","terca das 19:00 às 23:00, sala A1-L306-SB, 
semanal",FRANCISCO CARLOS NATHER
MC8099,"Sensação e Percepção A-diurno (São Bernardo 
do Campo)","quarta das 10:00 às 12:00, sala A1-S106-SB, 
semanal , sexta das 08:00 às 10:00, sala A1-S106-
SB, semanal",0,ANDRE MASCIOLI CRAVO
MC8099,"Sensação e Percepção A-Noturno (São 
Bernardo do Campo)","quarta das 21:00 às 23:00, sala A1-S106-SB, 
semanal , sexta das 19:00 às 21:00, sala A1-S106-
SB, semanal",0,YOSSI ZANA
EN3525,"Simulação de Modelos de Gestão A-Noturno 
(São Bernardo do Campo)",0,"quarta das 19:00 às 23:00, sala A2-L002-SB, 
semanal",PATRICIA BELFIORE FAVERO
BH1154,"Sistema Financeiro Internacional: de Bretton 
Woods ao non-sistema A-diurno (São Bernardo 
do Campo)","terca das 08:00 às 10:00, sala A1-S205-SB, 
semanal , quinta das 10:00 às 12:00, sala A1-S205
SB, semanal",0,VALTER VENTURA DA ROCHA POMAR
BH1155,"Sociedade Civil Organizada Global A-diurno 
(São Bernardo do Campo)","segunda das 08:00 às 10:00, sala A2-S307-SB, 
semanal , quarta das 10:00 às 12:00, sala A2-
S307-SB, semanal",0,TATIANA BERRINGER DE ASSUMPCAO
BH1155,"Sociedade Civil Organizada Global A-Noturno 
(São Bernardo do Campo)","segunda das 19:00 às 21:00, sala A2-S307-SB, 
semanal , quarta das 21:00 às 23:00, sala A2-
S307-SB, semanal",0,TATIANA BERRINGER DE ASSUMPCAO
BH1341,"Surgimento da China como Potência Mundial A-
diurno (São Bernardo do Campo)","terca das 10:00 às 12:00, sala A2-S307-SB, 
semanal , quinta das 08:00 às 10:00, sala A2-S307
SB, semanal",0,VALTER VENTURA DA ROCHA POMAR
BH1341,"Surgimento da China como Potência Mundial A-
Noturno (São Bernardo do Campo)","terca das 21:00 às 23:00, sala A2-S307-SB, 
semanal , quinta das 19:00 às 21:00, sala A2-S307
SB, semanal",0,VALTER VENTURA DA ROCHA POMAR
EN3547,"Técnicas de Tomadas de Decisão Aplicáveis em 
Modelos de Dependência A-Noturno (São 
Bernardo do Campo)","sexta das 19:00 às 23:00, sala A2-S202-SB, 
semanal",0,PATRICIA BELFIORE FAVERO
BH1406,"Técnicas em Pesquisa A-diurno (São Bernardo 
do Campo)","quinta das 14:00 às 16:00, sala A2-S203-SB, 
semanal",0,ANA CLAUDIA POLATO E FAVA
BH1406,"Técnicas em Pesquisa B-diurno (São Bernardo 
do Campo)","sabado das 10:00 às 12:00, sala A1-S205-SB, 
semanal",0,PAULA CRISTINA NABUCO FELIPE
EN2515,"Tecnologia da Informação A-diurno (São 
Bernardo do Campo)","quinta das 10:00 às 12:00, sala A2-S208-SB, 
semanal",0,LUCELIA BORGES DA COSTA
BH0201,"Temas e Problemas em Filosofia A2-Noturno 
(São Bernardo do Campo)","segunda das 21:00 às 23:00, sala A2-S106-SB, 
semanal , quinta das 19:00 às 21:00, sala A2-S106
SB, semanal",0,ROQUE DA COSTA CAIERO
BH0201,"Temas e Problemas em Filosofia A-diurno (São 
Bernardo do Campo)","segunda das 14:00 às 16:00, sala A1-S204-SB, 
semanal , quinta das 14:00 às 16:00, sala A1-S204
SB, semanal",0,ROQUE DA COSTA CAIERO
BH0201,"Temas e Problemas em Filosofia B-diurno (São 
Bernardo do Campo)","segunda das 10:00 às 12:00, sala A1-S203-SB, 
semanal , quinta das 08:00 às 10:00, sala A1-S203
SB, semanal",0,FERNANDO COSTA MATTOS
BH0201,"Temas e Problemas em Filosofia B-Noturno 
(São Bernardo do Campo)","segunda das 19:00 às 21:00, sala A1-S203-SB, 
semanal , quinta das 21:00 às 23:00, sala A1-S203
SB, semanal",0,MARIA CECILIA LEONEL GOMES DOS REIS
BH0201,"Temas e Problemas em Filosofia C-diurno (São 
Bernardo do Campo)","segunda das 08:00 às 10:00, sala A1-S203-SB, 
semanal , quinta das 10:00 às 12:00, sala A1-S203
SB, semanal",0,FERNANDO COSTA MATTOS
EN2508,"Tempos, Métodos e Arranjos Físicos A-diurno 
(São Bernardo do Campo)","sexta das 08:00 às 12:00, sala A1-S203-SB, 
semanal",0,GUILHERME CANUTO DA SILVA
EN3527,"Teoria das Decisões A-diurno (São Bernardo do 
Campo)",0,"sexta das 14:00 às 16:00, sala A2-L002-SB, 
semanal",DOUGLAS ALVES CASSIANO
EN3527,"Teoria das Decisões A-Noturno (São Bernardo 
do Campo)",0,"quinta das 19:00 às 21:00, sala A2-L002-SB, 
semanal",DOUGLAS ALVES CASSIANO
BH0206,"Teorias da Justiça B-diurno (São Bernardo do 
Campo)","quarta das 08:00 às 10:00, sala A2-S104-SB, 
semanal , sexta das 10:00 às 12:00, sala A2-S104-
SB, semanal",0,BRUNO NADAI
BH0206,"Teorias da Justiça B-Noturno (São Bernardo do 
Campo)","quarta das 21:00 às 23:00, sala A1-S203-SB, 
semanal , sexta das 19:00 às 21:00, sala A1-S203-
SB, semanal",0,Paulo Jonas de Lima Piva
BH0206,"Teorias da Justiça C-diurno (São Bernardo do 
Campo)","quarta das 10:00 às 12:00, sala A2-S103-SB, 
semanal , sexta das 08:00 às 10:00, sala A2-S103-
SB, semanal",0,BRUNO NADAI
CS3301,"Trajetória de Desenvolvimento de Países 
Exportadores de Petróleo A-diurno (São 
Bernardo do Campo)","quarta das 08:00 às 10:00, sala A2-S305-SB, 
semanal , sexta das 10:00 às 12:00, sala A2-S305-
SB, semanal",0,IGOR FUSER
CS3301,"Trajetória de Desenvolvimento de Países 
Exportadores de Petróleo A-Noturno (São 
Bernardo do Campo)","quarta das 19:00 às 21:00, sala A2-S308-SB, 
semanal , sexta das 21:00 às 23:00, sala A2-S308-
SB, semanal",0,IGOR FUSER
CS2118,"Trajetórias das Políticas de C.T.I no Brasil A-
diurno (São Bernardo do Campo)","terca das 08:00 às 10:00, sala A2-S304-SB, 
semanal , quinta das 10:00 às 12:00, sala A2-S304
SB, semanal",0,NEUSA SERRA
CS2118,"Trajetórias das Políticas de C.T.I no Brasil A-
Noturno (São Bernardo do Campo)","terca das 19:00 às 21:00, sala A2-S308-SB, 
semanal , quinta das 21:00 às 23:00, sala A2-S308
SB, semanal",0,NEUSA SERRA
BC0307,"Transformações Químicas A1-diurno (São 
Bernardo do Campo)","quarta das 16:00 às 18:00, sala A1-S202-SB, 
semanal , sexta das 14:00 às 16:00, sala A1-S202-
SB, quinzenal I","quarta das 14:00 às 16:00, sala A1-L301-SB, 
semanal",HELOISA FRANCA MALTEZ
EN2136,Transportes e Mobilidade Urbana A-Noturno (São Bernardo do Campo),"quarta das 19:00 às 21:00, sala A2-S206-SB, semanal ",0,SILVANA MARIA ZIONI
